id,date,symptoms,nsymptoms,predict_prob,target,tweet,Pessoas,Covid,DT_Intervencao1,Construtos
"1,30587805514829E+018",2020-09-15 11:36:05,s28,1,"61,20%",1,eu tava de boas sem pensar no covid aí meu prof manda foto no grupo que tá no hospital com falta de ar e agora eu tô nervouser de novo,amigos,na,depois,4
"1,28820929887991E+018",2020-07-28 17:26:45,s42,1,"85,53%",1,"@jesslorraine_ amiga, está se cuidando, não foi caso de internação, mas é importante ficar em alerta. o covid já acabou, mas ele deixa ‘rastros’ rs   daí agora tá tratando a pneumonia que foi causada pelo covid",amigos,sim,depois,47
"1,25633303373024E+018",2020-05-01 18:21:51,"s14, s28",2,"57,27%",1,"Hj entrei em contato c 1amigo meu enfermeiro,perguntei como ele estava e a resposta foi: tive covid, tive todos os sintomas(salvo diarreia e falta de ar)e fui afastado(seu período afastado encerra segunda)quarta ele já volta ao batente e VC N CONSEGUE SEGURAR ESSE CORPO EM CASA",amigos,sim,depois,3
"1,25846341017972E+018",2020-05-07 15:27:12,s30,1,"68,55%",1,Hoje um médico colega de UTI deu entrada no hospital com insuficiência respiratória grave por conta do coronavírus. Não é uma gripe. A doença evolui muito rápido. Fiquem em casa.,amigos,sim,depois,47
"1,33898557351252E+018",2020-12-15 20:13:32,s22,1,"94,14%",1,"@quequelboladona Posta q tá tossindo, sem sentir cheiro, dor de garganta...tt não é upa miga kkkkk ao invés de se aparecer vai no médico pfv, vc pode passar covid p sua mãe e mais 100 pessoas... obg de nada",amigos,na,antes,47
"1,24786267193814E+018",2020-04-08 09:23:39,"s11, s29",2,"87,02%",1,"@luisfbs1 @andrefernm Psol ???? Vixi amigo melhor ir ao hospital l, tá com febre de 40 graus, tá delirando",amigos,na,antes,47
"1,24280202870074E+018",2020-03-25 10:14:28,s42,1,"98,90%",1,"@Soareslulhu @Fake10984247 @MiltonIshibaro @taoquei1 Uma amiga da família morreu ontem de corona. Foi ao hospital e disseram q era só a garganta. Passou mal de novo e ao voltar ao hospital, disseram q era virose. Piorou, e ao voltar, fizeram os exames e deu pneumonia, mas - pro corona. Ontem deu positivo, mas não resistiu e faleceu",amigos,sim,depois,246
"1,24461222914577E+018",2020-03-30 10:07:33,s28,1,"53,73%",1,tive que pegar um negócio com meu vizinho ontem e descubro hoje que ele foi parar no hospital com falta de ar.   vai quebrando toda a maldição  vai quebrando toda a maldição,amigos,na,depois,4
"1,29611115314019E+018",2020-08-19 12:45:54,s42,1,"75,20%",1,"A chefe da minha mãe tinha 33 anos e problema no coração, a empresa não queria afastar ela como todos os outros que são do grupo de risco. Um outro chefe teve covid e foi trabalhar, poucos dias depois a chefe da mamãe teve pneumonia e ficou internada, em menos de uma semana+",amigos,sim,depois,46
"1,25805351114261E+018",2020-05-06 12:18:25,s28,1,"84,43%",1,"@alexathaide @o_prg @israelflu Eu tenho dois amigos que testaram positivo e curaram em casa com antibiótico, corticoide e tal e outro que morreu muito rápido. Se sentiu mal, dia seguinte muita falta de ar,  terceiro dia já internado, não resistiu. 32 anos.",amigos,sim,depois,0
"1,2424931181608E+018",2020-03-24 13:46:58,s42,1,"69,37%",1,"Muitas empresas estão pouco ligando com os cinegrafistas . Presencie um colega, trabalhando com pneumonia porque a empresa falou que não tinha  quem rendesse ele(na Granja do Torto) .Levamos ele no hospital ,devido ao seu estado febril. 2 dias depois ele morreu.",amigos,sim,depois,246
"1,26898691137016E+018",2020-06-05 16:23:50,s28,1,"97,51%",1,"@Luzieli tia neia, pegou semana passada é agr tá no hospital por falta de ar",amigos,sim,depois,3
"1,22035191961039E+018",2020-01-23 11:25:45,s23,1,"84,10%",1,"E Luciana que foi pro hospital porque estava com dor no corpo, achando que fosse virose, tomou soro e tudo aí saiu os exames ela não tem nada aí ela lembrou que foi por conta do crossfit que ela começou HAHAHAHAH",amigos,na,depois,3
"1,34266748813649E+018",2020-12-26 00:04:09,s42,1,"98,05%",1,"@ManuRCLav @juboladex @paolarealitys Pois é,eu passei maus bocados semana passada, achando que tva. Meu amigo q tava sem grandes sintomas,só com uma leve dor de kbc,fez o exame só pq eu fiz. Eu testei negativo e ele positivou.Começou o tratamento,fez uma tomografia,ainda com poucos sintomas,acusou uma leve pneumonia",amigos,sim,depois,36
"1,28644631466283E+018",2020-07-23 20:41:17,"s23, s28",2,"96,78%",1,"Não ia falar aqui, mas vou desabafar, to com suspeita de covid, venho tendo muita falta de ar, muita dor no torax e no corpo, meu exame era pra ficar pronto hoje e nada, mas mano nem pra funcionário do hospital eles priorizam o resultado, sendo que minha colega positivou",amigos,sim,depois,46
"1,29794426990752E+018",2020-08-24 14:10:03,s23,1,"79,42%",1,@danielrlemos Faz um diário do que vc sentiu e esta sentindo a cada dia.  Um amigo meu que não tomou hidroxicloroquina sofrei 15 dias no hospital no respirador . Ele ficou sem apetite e sem paladar no quinto dia . A dor no corpo foi intensa . Ele demorou 5 dias para procurar o medico.,amigos,sim,depois,246
"1,25188177541409E+018",2020-04-19 11:34:08,s42,1,"68,54%",1,"@maisa Tenho uma amiga que já. Ela teve um vírus que deu pneumonia bilateral, ficou um tempo na uti e depois ficou em isolamento, ela virou estudo de caso de vários médicos!",amigos,sim,depois,4
"1,25910467975516E+018",2020-05-09 09:55:23,s28,1,"72,03%",1,"Recebi a informação de que seu Orlando foi internado ontem, batimentos cardíacos muito fracos, muita falta de ar. Porém quando encontrei com ele no hospital um tempo atrás ele já estava mal. Como ainda não deram a certeza da causa da morte: Caixão será lacrado. Sem velório.",amigos,sim,depois,46
"1,24979719665396E+018",2020-04-13 17:30:46,s42,1,"81,13%",1,Um amigo bem próximo da família deu entrada no hospital com suspeita de pneumonia e ao realizar os exames constatou covid-19. Ele esta em coma induzido pra tentarem estabilizar o estado critico que se encontra. FIQUEM EM CASA PESSOAL,amigos,sim,depois,47
"1,28355902827939E+018",2020-07-15 21:28:14,s42,1,"69,25%",1,@jairbolsonaro Deus abençoe  pena que não temos tratamento precoce para todos perdi um amigo hj 32 anos pq esperou a pneumonia para internar,amigos,sim,depois,29
"1,25922235610864E+018",2020-05-09 17:42:59,s21,1,"78,94%",1,@AndreRoX Meu dono apresentou todos os sintomas ...então a médica dispensou de fazer a tomografia pois não tinha complicações respiratórias. Os sintomas se confundem muito...pois meu dono tem bronquite e minha dona sinusite....então ambos tiveram dificuldades para respirar e dor de cabeça,amigos,na,depois,36
"1,23973840448235E+018",2020-03-16 23:20:43,"s11, s29",2,"51,81%",1,"-Daniel ta com febre - receberam informaçao sobre corona virus - marcela é medica  se depois disso a marcela nao largar esse cara, eu desisto",amigos,sim,depois,39
"1,27159338080033E+018",2020-06-12 21:01:01,s28,1,"96,91%",1,"@_gamaa__ vc fez o exame de covid amiga? o matheus fez e deu negativo, eu n consegui fazer pq fiquei mais de 8 dias com falta de ar",amigos,na,depois,37
"1,2518609665785E+018",2020-04-19 10:11:27,"s11, s29, s55",3,"83,13%",1,"Colega minha de trabalho com suspeita de Corona dá entrada em hospital com febre, tosse e dores fortes no peito ao respirar. Médico receita antibióticos e a manda pra casa sem testa-la. Imaginem qtos casos assim existem Brasil afora?? Subnotificações explodem a cada dia!!",amigos,na,depois,269
"1,24026391785266E+018",2020-03-18 10:08:55,"s11, s29",2,"59,53%",1,Ok...ok...acabam de me ligar informando que minha folga vai ser interrompida amanha porque o filho de uma menina do trabalho está com forte febre e vai ser internado para exames... '-',amigos,na,depois,4
"1,25018760624102E+018",2020-04-14 19:22:07,s30,1,"84,46%",1,"A prima da moça que trabalha com minha mãe foi internada HOJE de manhã e ACABOU de morrer de corona vírus, continuem achando que é só uma gripe 👍🏼",amigos,sim,depois,4
"1,24061856437523E+018",2020-03-19 09:38:09,s49,1,"51,72%",1,Então minha médica do SUS está internada com suspeita de corona vírus  Minha psicóloga está em quarentena com resfriado forte Meu psiquiatra espero que esteja em casa pois tem provavelmente mais de 60  Os médicos tão ferrados,amigos,sim,depois,4
"1,26964367705765E+018",2020-06-07 11:53:36,"s11, s29",2,"84,49%",1,"@wilsonmessias01 @VladimirAras Amigo nosso foi internado positivo Covid-19. Poucos dias depois foi pra UTI e está entubado faz mais de 15 dias. Oxigenação baixa, febre e infecção. Já faz quase 30 dias do primeiro sintoma de Covid, então é possível q ciclo do🦠 já tenha acabado. @minsaude classifica como??",amigos,sim,depois,47
"1,2606238010853E+018",2020-05-13 14:31:50,s42,1,"90,91%",1,"Hoje fiquei sabendo q um conhecido testou positivo pro Covid-19, ele foi internado com pneumonia, e o primeiro teste deu negativo, logo após foi comprovado o vírus por um segundo teste (esse particular), felizmente já saiu da UTI e esta respirando bem! Se cuidem, pfv",amigos,sim,depois,6
"1,27875115767497E+018",2020-07-02 15:03:28,s29,1,"92,38%",1,"@pablovillaca Uma amiga da minha esposa foi num ""pagodinho inocente"" no feriado de Corpus Christi. Menos de 10 dias depois começou com febre, foi afastada do trabalho e está c/ pai e mãe agora internados numa UTI com covid-19 confirmado. Detalhe: pai doente, com diabetes e problemas cardíacos.",amigos,sim,depois,46
"1,21669404398557E+018",2020-01-13 09:10:39,s22,1,"75,70%",1,"kakak fiquei zoando c minha dor de garganta agora a imbecil ta no hospital, vai boba",amigos,na,depois,24
"1,26367104747332E+018",2020-05-22 00:20:30,"s11, s29",2,"80,33%",1,"@DuarteAurelioMa @Maruquineos13 Eu vou pegar o nome do medicamento com o marido dela. E te falo. Na semana passada ela ficou muito mal, achávamos q ela não iria aguentar. Muita febre, inflamação. Ai trocaram o medicamento e resolveram entubar pq ela tava sofrendo muito.",amigos,sim,depois,4
"1,24941071669784E+018",2020-04-12 15:55:02,"s11, s14, s29, s56",4,"77,30%",1,"@SespaPara Uma amiga que tem lupos está a 2 semanas com febre,diarreia e vômito.Ja entrou e saiu da urgência da havida ,fazem medicação com soro e mandam ela pra casa porque o laboratório da havida Est á fechado,So reabre dia 15!!! Por favor,a quem recorrer??? O quadro dela só piora!!😭😭",amigos,na,depois,47
"1,24757137146458E+018",2020-04-07 14:06:08,s24,1,"96,48%",1,"Uma amiga minha tá com sintomas do corona, c faltar de ar e dor no peito, tá indo pro hospital e eu tou muito preocupada",amigos,na,antes,4
"1,2489950853642E+018",2020-04-11 12:23:28,"s11, s29, s28",3,"98,65%",1,"nossa gebte minha off acordou vomitando, com febre e falta de ar ela nao foi pro hospital mas a mãe dela e médica e fez soro e os medicamentos em casa mas, ela quase foi pro hospital com suspeita de coronga ótimo dia",amigos,na,antes,4
"1,26732705435947E+018",2020-06-01 02:28:10,"s11, s29, s55, s21, s28",5,"90,57%",1,"@FredFigueiroa Amiga minha foi na UPA muita dor de cabeça, febre alta, sem olfato e paladar sintomas clássico de COVID. O médico prescreveu medicação e mandou pra casa sem fazer o exame pq só faz qdo tem falta de ar ou muita tosse. E assim temos muitos casos não registrados pelo País...",amigos,na,depois,36
"1,25921744762801E+018",2020-05-09 17:23:29,"s56, s21",2,"79,43%",1,"@guterodrigues te falar que aconteceu com conhecido meu aqui em Ipatinga que morreu e colocaram que era corona sem ter a certeza. ele tinha sido internado com dor de cabeça e vômito (sintomas de infarto, pois ele tinha pressão alta). a família não pode nem velar o corpo. olha q maldade!!!!",amigos,sim,depois,26
"1,30776122009994E+018",2020-09-20 16:19:06,s42,1,"86,21%",1,"@ardnaelx @opaanna__ @ElivanyM @DomPedroSeg2 @oarthurigor depende do município, perdi um amigo pq foi ao hospital particular e o médico disse “gente nova não infarta” mandou ele p casa c remédios p pneumonia baixa, no dia seguinte chegou no municipal morto pq tinha infartado, tentaram salvá-lo mas sem mto sucesso... 😕",amigos,sim,depois,246
"1,25997041103245E+018",2020-05-11 19:15:29,"s11, s29",2,"71,84%",1,"@BragaL0ures @o_antagonista Um amigo em Fortaleza que defende o presidente, mas não é fanático sentiu os primeiros sintomas, foi ao hospital, passaram um tratamento, não fizeram testes e ele tem tido febre TODOS os dias de 40º. O tratamento acabou e a febre continua, mas sem ter o diagnóstico.",amigos,na,depois,49
"1,23337531042036E+018",2020-02-28 09:56:03,s55,1,"93,52%",1,"Ok, eu estou assustada. A minha colega de quarto começou a ter uma baita crise de tosse de noite e tomou remedio e tals. Agr, ela apareceu aqui cm um papel e disse q ia pro hospital pq tava mto mal.  Nao é possivel q eu vo ter esse azar",amigos,na,depois,4
"1,25838359062839E+018",2020-05-07 10:10:02,"s11, s29, s23, s40, s41",5,"94,94%",1,"Minha grande amiga e irmã, madrinha de casamento, testou positivo pra Covid19 em Salvador, febre, dor no corpo, perda de paladar, olfato. Esta indo p hospital fazer mais exames, orientada pelo 155 do @governodabahia agora é aguardar e torcer.",amigos,sim,depois,479
"1,25853166645417E+018",2020-05-07 19:58:26,"s11, s29",2,"64,99%",1,"@tks_olavo @nine_right35 @Leitadas_L0en Sim, outro caso e o mais escroto que eu já vi até agora: o colega apresentou febre e dificuldade pra respirar foi no hospital e mandaram ele pra casa e disseram que o exame só seria feito em 10 dias  Parece que eles querem que o cara chega bem próximo a morte pra tomar atitude",amigos,na,depois,46
"1,27908661245505E+018",2020-07-03 13:16:27,s30,1,"78,04%",1,@Jiaogui1 Meu vizinho de 40 anos porem fumante e gordo morreu. Pai dele tava internado tbm. E a mãe suave.  Meu pai com 60 e meio fígado por causa da hepatite C = gripe de 10 dias.  Corona só mata quem já é difuso de outras coisas mesmo,amigos,sim,depois,0
"1,27545884895914E+018",2020-06-23 13:01:01,s42,1,"54,76%",1,@PauloLotufo @UOLEconomia @UOL Perdi um amigo imediatamente apos o carnaval de uma pneumonia agressiva e estranha... entre a entrada no hospital e o óbito foram 4 horas... antes de procurar atendimento eram sintomas gripais comuns...,amigos,sim,depois,4
"1,2572778617713E+018",2020-05-04 08:56:15,"s11, s29, s55",3,"96,38%",1,"Um funcionário me comentou ontem que estava com sintomas de COVID. Febre, tosse e dificuldade pra respirar. Foi no hospital e receitaram paracetamol e chá de gengibre.  Sorte que tem menos de 25 anos. Está isolado desde o dia 21 e foi no médico no dia 23.",amigos,na,depois,23
"1,2920512321866E+018",2020-08-08 07:53:13,s42,1,"81,17%",1,"@willianborc5 @LuilsonPereira @ArthurWeint @CNNBrasil Se são esfarrapadas não sei, mas só eu conheço 4 casos de gente q fez o teste geralzão, deu negativo, tinha sintomas de pneumonia, foi internado, morreu e na certidão de óbito constava ""covid-19"" pq o resultado do exame feito pelo hospital (negativo) só saiu dias após a morte.",amigos,sim,depois,467
"1,24358169669768E+018",2020-03-27 13:52:35,s07,1,"61,63%",1,"Um amigo foi na emergência do DCTA com dores no corpo, quadro febril, e cefaléia. Faz a triagem pelos enfermeiros instalados em barracas de campanha. É orientado a aguardar atendimento médico. Médico chama para atendimento. Faz anamnese (o básico) .",amigos,na,depois,3
"1,2574361257713E+018",2020-05-04 19:25:09,s28,1,"51,10%",1,"“A ‘gripezinha’ veio forte e bateu bem perto da minha casa. Já tenho nomes, muitos nomes, além dos números. Tive amigos morrendo sem testar, tive amigo que testou e deu negativo, mas mesmo assim foi parar no hospital com falta de ar [...].”  https://t.co/QGrdOI3CWN",amigos,sim,depois,49
"1,24213996082582E+018",2020-03-23 14:23:39,s42,1,"61,04%",1,"@AndrelferaQB Sim, uma amiga do Instagram. Está internada no Sírio Libanês com pneumonia bilateral",amigos,sim,depois,4
"1,2695336307974E+018",2020-06-07 04:36:19,s30,1,"54,27%",1,"Gripe , perdemos um quadro da luta sindical com essa covid 19, pai dos colegas ex dirigentes sindicais, mãe está internada, difícil, a mãe está se recuperando, difícil, gripezinha né e daí , não é isso que o Bolsonaro diz, fora Bolsonaro",amigos,sim,depois,49
"1,24572396293342E+018",2020-04-02 11:45:11,"s42, s28",2,"60,25%",1,"Infelizmente ontem a primeira pessoa do meu circulo social se encontra em condições graves devido ao covid 19, ontem incapaz de se internar em um hospital público não pode dar entrada na internação pois não estava com falta de ar porém esta pessoa esta com pneumonia.",amigos,sim,depois,46
"1,29087494612264E+018",2020-08-05 01:59:05,s42,1,"90,07%",1,@PauloLotufo @veramagalhaes Hoje foi enterrada uma grande amiga. Foi internada com pneumonia com dois testes negativos e no 14 dia teste positivo e finalmente mandaram ela para um hospital que tem UTI. Menos uma na estatística de pneumonia. Estão matando as pessoas,amigos,sim,depois,46
"1,2696123874995E+018",2020-06-07 09:49:16,"s11, s29",2,"91,14%",1,@heymaurinho Vai no hospital tomar dipirona na veia para abaixar a febre. Meu amigo que pegou covid fez isso,amigos,sim,depois,0
"1,25114212937767E+018",2020-04-17 10:35:03,"s11, s29",2,"71,23%",1,"@eligarcia01 @GAMA_1914SEP Eli, a gente não tem a mínima ideia de como está a penetração do vírus na população, porque não está se testando ninguém. Só os que são internados. Meu colega não teve nada. Mas como é médico ele fez o teste. Deu positivo. Nem febre ele teve.",amigos,sim,depois,37
"1,24331176512506E+018",2020-03-26 19:59:59,"s11, s29, s55, s28",4,"97,64%",1,"@Mozzein_ Eu tenho uma amiga que estava na Europa há 20 dias atrás. Essa semana começou a ter febre e tosse seca, foi ao hospital e mandaram ela voltar pra casa porque não tinha teste pra fazer, e que era pra ela voltar só se tivesse falta de ar. Ela sabe que está com COVID-19, mas +",amigos,sim,depois,36
"1,24138839685507E+018",2020-03-21 12:37:12,s28,1,"51,19%",1,"@NiteroiRadar @ricmarmo1 Povo sem noção, todos juntos. Um amigo que não vai entrar na estatística está com o Coronavirus, sendo tratado em casa pela cunhada que é médica, a recomendação é não ir para o hospital, eles não estão fazendo exame, só em casos graves com falta de ar.",amigos,sim,depois,35
"1,26144205206092E+018",2020-05-15 20:43:16,s28,1,"94,29%",1,"Uma conhecida e a filha estão com os sintomas do corona, falta de ar e os caramba. Chegaram no hospital e o médico não quis fazer o exame, disse q é só uma virose. Sem um atestado, a filha está sendo obrigada a ir trabalhar.  Pobre só se fode",amigos,na,depois,46
"1,24071462263162E+018",2020-03-19 15:59:52,s42,1,"89,01%",1,"#perguntacorona um colega de trabalho com sintomas fez um exame de sangue e uma ressonância tórax e apresentou um quadro de pneumonia dois dias depois fez um outro exame de sangue e uma tomografia do tórax ele teve 40% de melhora da pneumonia, isso descarta o corona?",amigos,sim,depois,47
"1,31788815910398E+018",2020-10-18 14:59:56,s29,1,"94,76%",1,"@CaxiasEdu @_derubermensch @correio_dopovo O meu amigo, já fui diagnosticado com covid. Me mandaram tomar paracetamol pra dor e dipirona pra febre. Graças a um medido amigo da família, me receitou hidroxicloroquina, azitromicina e corticoide. Um dia após medicação já me senti melhor.",amigos,sim,depois,0
"1,32937577625334E+018",2020-11-19 07:47:38,s30,1,"56,33%",1,"@RenatoMF1976 @carangelini @carolfm1011 Uma conhecida faleceu em decorrência de Covid em maio desse ano. A filha enfermeira, disse para seguir as recomendações do ministro da saúde e só procurar hospital em casos graves. O quadro inicial de gripe não era grave e não era para mãe ir ao hospital em momentos de pandemia.",amigos,sim,depois,47
"1,27528677552369E+018",2020-06-23 01:37:15,"s11, s29",2,"85,34%",1,"eu conheço gente que pegou covid e nem sabe ou não aceita...  sei pq a pessoa postou que tava no hospital, com febre, garganta inflamada e dores no corpo, depois postou que não tava sentindo gosto e cheiro de nada, a pessoa veio pedir pra minha mãe os remédios né +",amigos,sim,depois,26
"1,34096840212761E+018",2020-12-21 07:32:35,"s11, s29",2,"59,14%",1,"Pedro ficou destilando odio pq o medico nao preescreveu um remedio pra febre . Galera nao existe remedio pra febre , febre nao è bacteria ou virus . Febre è a resposta do seu sistema imunologico te avisando q tem uma bacteria no seu organismo e isso a gente aprende na sexta serie",amigos,na,depois,27
"1,31934429540145E+018",2020-10-22 15:26:06,"s12, s29, s55, s21, s22, s23",6,"97,91%",1,"Duas amigas minhas com trocentos sintomas. Uma com febre o dia todo, dor no corpo, garganta ruim. A outra gripadaça, tosse seca, coriza etc Eu apenas com dor de cabeça, uma dor de garganta mt leve e moleza (sendo que to menstruada)  As tres fizeram pcr ontem",amigos,na,na,4
"1,24429457478644E+018",2020-03-29 13:05:19,s42,1,"88,59%",1,"Uma família próxima a minha: o pai morreu, e está internado a esposa, filha e irmão (pneumonia grau ll). Todos com suspeita de corona, porem a previsão para os resultados é para daqui 7 dias. E TEM PATENSE BURRO NA FARRA",amigos,sim,depois,4
"1,21962785101359E+018",2020-01-21 11:28:33,s30,1,"71,42%",1,"@zkdlinjin eh acho que viram ele no hospital, lembra que ele tava com uma gripe doida aí? só q creio eu q tava melhor n sei...fiquei preocupada to confusa",amigos,na,depois,4
"1,30554029372758E+018",2020-09-14 13:13:56,s28,1,"89,40%",1,"Pois minha amiga é jovem e saudável e tá agora na UPA pela segunda vez pra tentar atendimento e talvez seja internada, ela tá com dores nos pulmões e falta de ar. A preocupação é real. Isso é um tapa na minha cara...",amigos,sim,depois,4
"1,262075378774E+018",2020-05-17 14:39:53,s28,1,"77,28%",1,"@AngelaMGonalve1 Sim foi p o hospital, fez 2 exames, 1 deu negat. E o outro positivo, teve falta de ar, ficou uma semana no hospital, usou cloroquina, azitromicina, corticóide e injeções na barriga anticoagulante p não ter embolia, mas msm assim tenho minhas dúvidas",amigos,sim,depois,26
"1,25955737200913E+018",2020-05-10 15:54:13,s28,1,"91,68%",1,"Uns 5 dias mandando a guria do trabalho ir no médico porque tá tossindo igual condenada, agora ela veio perguntar em que hospital ela vai porque não se aguenta em pé por falta de ar 🤦🏼‍♀️",amigos,na,antes,47
"1,2972541092723E+018",2020-08-22 16:27:36,s29,1,"77,43%",1,"Fui com uma amiga ao SU do Hospital de Braga com febre alta e sintomas de ITU. Em menos de 2,5h foi vista pelo médico fez análises de sangue e urina, medicação IV e teve alta com medicação prescrita. Obrigada SNS.",amigos,na,depois,45
